{ l: 0, r: 0, arr: [ 4 ], sum: 4 }
{ l: 6230, r: 5, arr: [], sum: NaN }
{ l: 6231, r: 5, arr: [], sum: NaN }
{ l: 6232, r: 5, arr: [], sum: NaN }
{ l: 6233, r: 5, arr: [], sum: NaN }
{ l: 6234, r: 5, arr: [], sum: NaN }
{ l: 6235, r: 5, arr: [], sum: NaN }
{ l: 6236, r: 5, arr: [], sum: NaN }
{ l: 6237, r: 5, arr: [], sum: NaN }
{ l: 6238, r: 5, arr: [], sum: NaN }
{ l: 6239, r: 5, arr: [], sum: NaN }
{ l: 6240, r: 5, arr: [], sum: NaN }
{ l: 6241, r: 5, arr: [], sum: NaN }
{ l: 6242, r: 5, arr: [], sum: NaN }
{ l: 6243, r: 5, arr: [], sum: NaN }
{ l: 6244, r: 5, arr: [], sum: NaN }
{ l: 6245, r: 5, arr: [], sum: NaN }
{ l: 6246, r: 5, arr: [], sum: NaN }
{ l: 6247, r: 5, arr: [], sum: NaN }
{ l: 6248, r: 5, arr: [], sum: NaN }
{ l: 6249, r: 5, arr: [], sum: NaN }
{ l: 6250, r: 5, arr: [], sum: NaN }
{ l: 6251, r: 5, arr: [], sum: NaN }
{ l: 6252, r: 5, arr: [], sum: NaN }
{ l: 6253, r: 5, arr: [], sum: NaN }
{ l: 6254, r: 5, arr: [], sum: NaN }
{ l: 6255, r: 5, arr: [], sum: NaN }
{ l: 6256, r: 5, arr: [], sum: NaN }
{ l: 6257, r: 5, arr: [], sum: NaN }
{ l: 6258, r: 5, arr: [], sum: NaN }
{ l: 6259, r: 5, arr: [], sum: NaN }
{ l: 6260, r: 5, arr: [], sum: NaN }
{ l: 6261, r: 5, arr: [], sum: NaN }
{ l: 6262, r: 5, arr: [], sum: NaN }
{ l: 6263, r: 5, arr: [], sum: NaN }
{ l: 6264, r: 5, arr: [], sum: NaN }
{ l: 6265, r: 5, arr: [], sum: NaN }
{ l: 6266, r: 5, arr: [], sum: NaN }
{ l: 6267, r: 5, arr: [], sum: NaN }
{ l: 6268, r: 5, arr: [], sum: NaN }
{ l: 6269, r: 5, arr: [], sum: NaN }
{ l: 6270, r: 5, arr: [], sum: NaN }
{ l: 6271, r: 5, arr: [], sum: NaN }
{ l: 6272, r: 5, arr: [], sum: NaN }
{ l: 6273, r: 5, arr: [], sum: NaN }
{ l: 6274, r: 5, arr: [], sum: NaN }
{ l: 6275, r: 5, arr: [], sum: NaN }
{ l: 6276, r: 5, arr: [], sum: NaN }
{ l: 6277, r: 5, arr: [], sum: NaN }
{ l: 6278, r: 5, arr: [], sum: NaN }
{ l: 6279, r: 5, arr: [], sum: NaN }
{ l: 6280, r: 5, arr: [], sum: NaN }
{ l: 6281, r: 5, arr: [], sum: NaN }
{ l: 6282, r: 5, arr: [], sum: NaN }
{ l: 6283, r: 5, arr: [], sum: NaN }
{ l: 6284, r: 5, arr: [], sum: NaN }
{ l: 6285, r: 5, arr: [], sum: NaN }
{ l: 6286, r: 5, arr: [], sum: NaN }
{ l: 6287, r: 5, arr: [], sum: NaN }
{ l: 6288, r: 5, arr: [], sum: NaN }
{ l: 6289, r: 5, arr: [], sum: NaN }
{ l: 6290, r: 5, arr: [], sum: NaN }
{ l: 6291, r: 5, arr: [], sum: NaN }
{ l: 6292, r: 5, arr: [], sum: NaN }
{ l: 6293, r: 5, arr: [], sum: NaN }
{ l: 6294, r: 5, arr: [], sum: NaN }
{ l: 6295, r: 5, arr: [], sum: NaN }
{ l: 6296, r: 5, arr: [], sum: NaN }
{ l: 6297, r: 5, arr: [], sum: NaN }
{ l: 6298, r: 5, arr: [], sum: NaN }
{ l: 6299, r: 5, arr: [], sum: NaN }
{ l: 6300, r: 5, arr: [], sum: NaN }
{ l: 6301, r: 5, arr: [], sum: NaN }
{ l: 6302, r: 5, arr: [], sum: NaN }
{ l: 6303, r: 5, arr: [], sum: NaN }
{ l: 6304, r: 5, arr: [], sum: NaN }
{ l: 6305, r: 5, arr: [], sum: NaN }
{ l: 6306, r: 5, arr: [], sum: NaN }
{ l: 6307, r: 5, arr: [], sum: NaN }
{ l: 6308, r: 5, arr: [], sum: NaN }
{ l: 6309, r: 5, arr: [], sum: NaN }
{ l: 6310, r: 5, arr: [], sum: NaN }
{ l: 6311, r: 5, arr: [], sum: NaN }
{ l: 6312, r: 5, arr: [], sum: NaN }
{ l: 6313, r: 5, arr: [], sum: NaN }
{ l: 6314, r: 5, arr: [], sum: NaN }
{ l: 6315, r: 5, arr: [], sum: NaN }
{ l: 6316, r: 5, arr: [], sum: NaN }
{ l: 6317, r: 5, arr: [], sum: NaN }
{ l: 6318, r: 5, arr: [], sum: NaN }
{ l: 6319, r: 5, arr: [], sum: NaN }
{ l: 6320, r: 5, arr: [], sum: NaN }
{ l: 6321, r: 5, arr: [], sum: NaN }
{ l: 6322, r: 5, arr: [], sum: NaN }
{ l: 6323, r: 5, arr: [], sum: NaN }
{ l: 6324, r: 5, arr: [], sum: NaN }
{ l: 6325, r: 5, arr: [], sum: NaN }
{ l: 6326, r: 5, arr: [], sum: NaN }
{ l: 6327, r: 5, arr: [], sum: NaN }
{ l: 6328, r: 5, arr: [], sum: NaN }
{ l: 6329, r: 5, arr: [], sum: NaN }
{ l: 6330, r: 5, arr: [], sum: NaN }
{ l: 6331, r: 5, arr: [], sum: NaN }
{ l: 6332, r: 5, arr: [], sum: NaN }
{ l: 6333, r: 5, arr: [], sum: NaN }
{ l: 6334, r: 5, arr: [], sum: NaN }
{ l: 6335, r: 5, arr: [], sum: NaN }
{ l: 6336, r: 5, arr: [], sum: NaN }
{ l: 6337, r: 5, arr: [], sum: NaN }
{ l: 6338, r: 5, arr: [], sum: NaN }
{ l: 6339, r: 5, arr: [], sum: NaN }
{ l: 6340, r: 5, arr: [], sum: NaN }
{ l: 6341, r: 5, arr: [], sum: NaN }
{ l: 6342, r: 5, arr: [], sum: NaN }
{ l: 6343, r: 5, arr: [], sum: NaN }
{ l: 6344, r: 5, arr: [], sum: NaN }
{ l: 6345, r: 5, arr: [], sum: NaN }
{ l: 6346, r: 5, arr: [], sum: NaN }
{ l: 6347, r: 5, arr: [], sum: NaN }
{ l: 6348, r: 5, arr: [], sum: NaN }
{ l: 6349, r: 5, arr: [], sum: NaN }
{ l: 6350, r: 5, arr: [], sum: NaN }
{ l: 6351, r: 5, arr: [], sum: NaN }
{ l: 6352, r: 5, arr: [], sum: NaN }
{ l: 6353, r: 5, arr: [], sum: NaN }
{ l: 6354, r: 5, arr: [], sum: NaN }
{ l: 6355, r: 5, arr: [], sum: NaN }
{ l: 6356, r: 5, arr: [], sum: NaN }
{ l: 6357, r: 5, arr: [], sum: NaN }
{ l: 6358, r: 5, arr: [], sum: NaN }
{ l: 6359, r: 5, arr: [], sum: NaN }
{ l: 6360, r: 5, arr: [], sum: NaN }
{ l: 6361, r: 5, arr: [], sum: NaN }
{ l: 6362, r: 5, arr: [], sum: NaN }
{ l: 6363, r: 5, arr: [], sum: NaN }
{ l: 6364, r: 5, arr: [], sum: NaN }
{ l: 6365, r: 5, arr: [], sum: NaN }
{ l: 6366, r: 5, arr: [], sum: NaN }
{ l: 6367, r: 5, arr: [], sum: NaN }
{ l: 6368, r: 5, arr: [], sum: NaN }
{ l: 6369, r: 5, arr: [], sum: NaN }
{ l: 6370, r: 5, arr: [], sum: NaN }
{ l: 6371, r: 5, arr: [], sum: NaN }
{ l: 6372, r: 5, arr: [], sum: NaN }
{ l: 6373, r: 5, arr: [], sum: NaN }
{ l: 6374, r: 5, arr: [], sum: NaN }
{ l: 6375, r: 5, arr: [], sum: NaN }
{ l: 6376, r: 5, arr: [], sum: NaN }
{ l: 6377, r: 5, arr: [], sum: NaN }
{ l: 6378, r: 5, arr: [], sum: NaN }
{ l: 6379, r: 5, arr: [], sum: NaN }
{ l: 6380, r: 5, arr: [], sum: NaN }
{ l: 6381, r: 5, arr: [], sum: NaN }
{ l: 6382, r: 5, arr: [], sum: NaN }
{ l: 6383, r: 5, arr: [], sum: NaN }
{ l: 6384, r: 5, arr: [], sum: NaN }
{ l: 6385, r: 5, arr: [], sum: NaN }
{ l: 6386, r: 5, arr: [], sum: NaN }
{ l: 6387, r: 5, arr: [], sum: NaN }
{ l: 6388, r: 5, arr: [], sum: NaN }
{ l: 6389, r: 5, arr: [], sum: NaN }
{ l: 6390, r: 5, arr: [], sum: NaN }
{ l: 6391, r: 5, arr: [], sum: NaN }
{ l: 6392, r: 5, arr: [], sum: NaN }
{ l: 6393, r: 5, arr: [], sum: NaN }
{ l: 6394, r: 5, arr: [], sum: NaN }
{ l: 6395, r: 5, arr: [], sum: NaN }
{ l: 6396, r: 5, arr: [], sum: NaN }
{ l: 6397, r: 5, arr: [], sum: NaN }
{ l: 6398, r: 5, arr: [], sum: NaN }
{ l: 6399, r: 5, arr: [], sum: NaN }
{ l: 6400, r: 5, arr: [], sum: NaN }
{ l: 6401, r: 5, arr: [], sum: NaN }
{ l: 6402, r: 5, arr: [], sum: NaN }
{ l: 6403, r: 5, arr: [], sum: NaN }
{ l: 6404, r: 5, arr: [], sum: NaN }
{ l: 6405, r: 5, arr: [], sum: NaN }
{ l: 6406, r: 5, arr: [], sum: NaN }
{ l: 6407, r: 5, arr: [], sum: NaN }
{ l: 6408, r: 5, arr: [], sum: NaN }
{ l: 6409, r: 5, arr: [], sum: NaN }
{ l: 6410, r: 5, arr: [], sum: NaN }
{ l: 6411, r: 5, arr: [], sum: NaN }
{ l: 6412, r: 5, arr: [], sum: NaN }
{ l: 6413, r: 5, arr: [], sum: NaN }
{ l: 6414, r: 5, arr: [], sum: NaN }
{ l: 6415, r: 5, arr: [], sum: NaN }
{ l: 6416, r: 5, arr: [], sum: NaN }
{ l: 6417, r: 5, arr: [], sum: NaN }
{ l: 6418, r: 5, arr: [], sum: NaN }
{ l: 6419, r: 5, arr: [], sum: NaN }
{ l: 6420, r: 5, arr: [], sum: NaN }
{ l: 6421, r: 5, arr: [], sum: NaN }
{ l: 6422, r: 5, arr: [], sum: NaN }
{ l: 6423, r: 5, arr: [], sum: NaN }
{ l: 6424, r: 5, arr: [], sum: NaN }
{ l: 6425, r: 5, arr: [], sum: NaN }
{ l: 6426, r: 5, arr: [], sum: NaN }
{ l: 6427, r: 5, arr: [], sum: NaN }
{ l: 6428, r: 5, arr: [], sum: NaN }
{ l: 6429, r: 5, arr: [], sum: NaN }
{ l: 6430, r: 5, arr: [], sum: NaN }
{ l: 6431, r: 5, arr: [], sum: NaN }
{ l: 6432, r: 5, arr: [], sum: NaN }
{ l: 6433, r: 5, arr: [], sum: NaN }
{ l: 6434, r: 5, arr: [], sum: NaN }
{ l: 6435, r: 5, arr: [], sum: NaN }
{ l: 6436, r: 5, arr: [], sum: NaN }
{ l: 6437, r: 5, arr: [], sum: NaN }
{ l: 6438, r: 5, arr: [], sum: NaN }
{ l: 6439, r: 5, arr: [], sum: NaN }
{ l: 6440, r: 5, arr: [], sum: NaN }
{ l: 6441, r: 5, arr: [], sum: NaN }
{ l: 6442, r: 5, arr: [], sum: NaN }
{ l: 6443, r: 5, arr: [], sum: NaN }
{ l: 6444, r: 5, arr: [], sum: NaN }
{ l: 6445, r: 5, arr: [], sum: NaN }
{ l: 6446, r: 5, arr: [], sum: NaN }
{ l: 6447, r: 5, arr: [], sum: NaN }
{ l: 6448, r: 5, arr: [], sum: NaN }
{ l: 6449, r: 5, arr: [], sum: NaN }
{ l: 6450, r: 5, arr: [], sum: NaN }
{ l: 6451, r: 5, arr: [], sum: NaN }
{ l: 6452, r: 5, arr: [], sum: NaN }
{ l: 6453, r: 5, arr: [], sum: NaN }
{ l: 6454, r: 5, arr: [], sum: NaN }
{ l: 6455, r: 5, arr: [], sum: NaN }
{ l: 6456, r: 5, arr: [], sum: NaN }
{ l: 6457, r: 5, arr: [], sum: NaN }
{ l: 6458, r: 5, arr: [], sum: NaN }
{ l: 6459, r: 5, arr: [], sum: NaN }
{ l: 6460, r: 5, arr: [], sum: NaN }
{ l: 6461, r: 5, arr: [], sum: NaN }
{ l: 6462, r: 5, arr: [], sum: NaN }
{ l: 6463, r: 5, arr: [], sum: NaN }
{ l: 6464, r: 5, arr: [], sum: NaN }
{ l: 6465, r: 5, arr: [], sum: NaN }
{ l: 6466, r: 5, arr: [], sum: NaN }
{ l: 6467, r: 5, arr: [], sum: NaN }
{ l: 6468, r: 5, arr: [], sum: NaN }
{ l: 6469, r: 5, arr: [], sum: NaN }
{ l: 6470, r: 5, arr: [], sum: NaN }
{ l: 6471, r: 5, arr: [], sum: NaN }
{ l: 6472, r: 5, arr: [], sum: NaN }
{ l: 6473, r: 5, arr: [], sum: NaN }
{ l: 6474, r: 5, arr: [], sum: NaN }
{ l: 6475, r: 5, arr: [], sum: NaN }
{ l: 6476, r: 5, arr: [], sum: NaN }
{ l: 6477, r: 5, arr: [], sum: NaN }
{ l: 6478, r: 5, arr: [], sum: NaN }
{ l: 6479, r: 5, arr: [], sum: NaN }
{ l: 6480, r: 5, arr: [], sum: NaN }
{ l: 6481, r: 5, arr: [], sum: NaN }
{ l: 6482, r: 5, arr: [], sum: NaN }
{ l: 6483, r: 5, arr: [], sum: NaN }
{ l: 6484, r: 5, arr: [], sum: NaN }
{ l: 6485, r: 5, arr: [], sum: NaN }
{ l: 6486, r: 5, arr: [], sum: NaN }
{ l: 6487, r: 5, arr: [], sum: NaN }
{ l: 6488, r: 5, arr: [], sum: NaN }
{ l: 6489, r: 5, arr: [], sum: NaN }
{ l: 6490, r: 5, arr: [], sum: NaN }
{ l: 6491, r: 5, arr: [], sum: NaN }
{ l: 6492, r: 5, arr: [], sum: NaN }
{ l: 6493, r: 5, arr: [], sum: NaN }
{ l: 6494, r: 5, arr: [], sum: NaN }
{ l: 6495, r: 5, arr: [], sum: NaN }
{ l: 6496, r: 5, arr: [], sum: NaN }
{ l: 6497, r: 5, arr: [], sum: NaN }
{ l: 6498, r: 5, arr: [], sum: NaN }
{ l: 6499, r: 5, arr: [], sum: NaN }
{ l: 6500, r: 5, arr: [], sum: NaN }
{ l: 6501, r: 5, arr: [], sum: NaN }
{ l: 6502, r: 5, arr: [], sum: NaN }
{ l: 6503, r: 5, arr: [], sum: NaN }
{ l: 6504, r: 5, arr: [], sum: NaN }
{ l: 6505, r: 5, arr: [], sum: NaN }
{ l: 6506, r: 5, arr: [], sum: NaN }
{ l: 6507, r: 5, arr: [], sum: NaN }
{ l: 6508, r: 5, arr: [], sum: NaN }
{ l: 6509, r: 5, arr: [], sum: NaN }
{ l: 6510, r: 5, arr: [], sum: NaN }
{ l: 6511, r: 5, arr: [], sum: NaN }
{ l: 6512, r: 5, arr: [], sum: NaN }
{ l: 6513, r: 5, arr: [], sum: NaN }
{ l: 6514, r: 5, arr: [], sum: NaN }
{ l: 6515, r: 5, arr: [], sum: NaN }
{ l: 6516, r: 5, arr: [], sum: NaN }
{ l: 6517, r: 5, arr: [], sum: NaN }
{ l: 6518, r: 5, arr: [], sum: NaN }
{ l: 6519, r: 5, arr: [], sum: NaN }
{ l: 6520, r: 5, arr: [], sum: NaN }
{ l: 6521, r: 5, arr: [], sum: NaN }
{ l: 6522, r: 5, arr: [], sum: NaN }
{ l: 6523, r: 5, arr: [], sum: NaN }
{ l: 6524, r: 5, arr: [], sum: NaN }
{ l: 6525, r: 5, arr: [], sum: NaN }
{ l: 6526, r: 5, arr: [], sum: NaN }
{ l: 6527, r: 5, arr: [], sum: NaN }
{ l: 6528, r: 5, arr: [], sum: NaN }
{ l: 6529, r: 5, arr: [], sum: NaN }
{ l: 6530, r: 5, arr: [], sum: NaN }
{ l: 6531, r: 5, arr: [], sum: NaN }
{ l: 6532, r: 5, arr: [], sum: NaN }
{ l: 6533, r: 5, arr: [], sum: NaN }
{ l: 6534, r: 5, arr: [], sum: NaN }
{ l: 6535, r: 5, arr: [], sum: NaN }
{ l: 6536, r: 5, arr: [], sum: NaN }
{ l: 6537, r: 5, arr: [], sum: NaN }
{ l: 6538, r: 5, arr: [], sum: NaN }
{ l: 6539, r: 5, arr: [], sum: NaN }
{ l: 6540, r: 5, arr: [], sum: NaN }
{ l: 6541, r: 5, arr: [], sum: NaN }
{ l: 6542, r: 5, arr: [], sum: NaN }
{ l: 6543, r: 5, arr: [], sum: NaN }
{ l: 6544, r: 5, arr: [], sum: NaN }
{ l: 6545, r: 5, arr: [], sum: NaN }
{ l: 6546, r: 5, arr: [], sum: NaN }
{ l: 6547, r: 5, arr: [], sum: NaN }
{ l: 6548, r: 5, arr: [], sum: NaN }
{ l: 6549, r: 5, arr: [], sum: NaN }
{ l: 6550, r: 5, arr: [], sum: NaN }
{ l: 6551, r: 5, arr: [], sum: NaN }
{ l: 6552, r: 5, arr: [], sum: NaN }
{ l: 6553, r: 5, arr: [], sum: NaN }
{ l: 6554, r: 5, arr: [], sum: NaN }
{ l: 6555, r: 5, arr: [], sum: NaN }
{ l: 6556, r: 5, arr: [], sum: NaN }
{ l: 6557, r: 5, arr: [], sum: NaN }
{ l: 6558, r: 5, arr: [], sum: NaN }
{ l: 6559, r: 5, arr: [], sum: NaN }
{ l: 6560, r: 5, arr: [], sum: NaN }
{ l: 6561, r: 5, arr: [], sum: NaN }
{ l: 6562, r: 5, arr: [], sum: NaN }
{ l: 6563, r: 5, arr: [], sum: NaN }
{ l: 6564, r: 5, arr: [], sum: NaN }
{ l: 6565, r: 5, arr: [], sum: NaN }
{ l: 6566, r: 5, arr: [], sum: NaN }
{ l: 6567, r: 5, arr: [], sum: NaN }
{ l: 6568, r: 5, arr: [], sum: NaN }
{ l: 6569, r: 5, arr: [], sum: NaN }
{ l: 6570, r: 5, arr: [], sum: NaN }
{ l: 6571, r: 5, arr: [], sum: NaN }
{ l: 6572, r: 5, arr: [], sum: NaN }
{ l: 6573, r: 5, arr: [], sum: NaN }
{ l: 6574, r: 5, arr: [], sum: NaN }
{ l: 6575, r: 5, arr: [], sum: NaN }
{ l: 6576, r: 5, arr: [], sum: NaN }
{ l: 6577, r: 5, arr: [], sum: NaN }
{ l: 6578, r: 5, arr: [], sum: NaN }
{ l: 6579, r: 5, arr: [], sum: NaN }
{ l: 6580, r: 5, arr: [], sum: NaN }
{ l: 6581, r: 5, arr: [], sum: NaN }
{ l: 6582, r: 5, arr: [], sum: NaN }
{ l: 6583, r: 5, arr: [], sum: NaN }
{ l: 6584, r: 5, arr: [], sum: NaN }
{ l: 6585, r: 5, arr: [], sum: NaN }
{ l: 6586, r: 5, arr: [], sum: NaN }
{ l: 6587, r: 5, arr: [], sum: NaN }
{ l: 6588, r: 5, arr: [], sum: NaN }
{ l: 6589, r: 5, arr: [], sum: NaN }
{ l: 6590, r: 5, arr: [], sum: NaN }
{ l: 6591, r: 5, arr: [], sum: NaN }
{ l: 6592, r: 5, arr: [], sum: NaN }
{ l: 6593, r: 5, arr: [], sum: NaN }
{ l: 6594, r: 5, arr: [], sum: NaN }
{ l: 6595, r: 5, arr: [], sum: NaN }
{ l: 6596, r: 5, arr: [], sum: NaN }
{ l: 6597, r: 5, arr: [], sum: NaN }
{ l: 6598, r: 5, arr: [], sum: NaN }
{ l: 6599, r: 5, arr: [], sum: NaN }
{ l: 6600, r: 5, arr: [], sum: NaN }
{ l: 6601, r: 5, arr: [], sum: NaN }
{ l: 6602, r: 5, arr: [], sum: NaN }
{ l: 6603, r: 5, arr: [], sum: NaN }
{ l: 6604, r: 5, arr: [], sum: NaN }
{ l: 6605, r: 5, arr: [], sum: NaN }
{ l: 6606, r: 5, arr: [], sum: NaN }
{ l: 6607, r: 5, arr: [], sum: NaN }
{ l: 6608, r: 5, arr: [], sum: NaN }
{ l: 6609, r: 5, arr: [], sum: NaN }
{ l: 6610, r: 5, arr: [], sum: NaN }
{ l: 6611, r: 5, arr: [], sum: NaN }
{ l: 6612, r: 5, arr: [], sum: NaN }
{ l: 6613, r: 5, arr: [], sum: NaN }
{ l: 6614, r: 5, arr: [], sum: NaN }
{ l: 6615, r: 5, arr: [], sum: NaN }
{ l: 6616, r: 5, arr: [], sum: NaN }
{ l: 6617, r: 5, arr: [], sum: NaN }
{ l: 6618, r: 5, arr: [], sum: NaN }
{ l: 6619, r: 5, arr: [], sum: NaN }
{ l: 6620, r: 5, arr: [], sum: NaN }
{ l: 6621, r: 5, arr: [], sum: NaN }
{ l: 6622, r: 5, arr: [], sum: NaN }
{ l: 6623, r: 5, arr: [], sum: NaN }
{ l: 6624, r: 5, arr: [], sum: NaN }
{ l: 6625, r: 5, arr: [], sum: NaN }
{ l: 6626, r: 5, arr: [], sum: NaN }
{ l: 6627, r: 5, arr: [], sum: NaN }
{ l: 6628, r: 5, arr: [], sum: NaN }
{ l: 6629, r: 5, arr: [], sum: NaN }
{ l: 6630, r: 5, arr: [], sum: NaN }
{ l: 6631, r: 5, arr: [], sum: NaN }
{ l: 6632, r: 5, arr: [], sum: NaN }
{ l: 6633, r: 5, arr: [], sum: NaN }
{ l: 6634, r: 5, arr: [], sum: NaN }
{ l: 6635, r: 5, arr: [], sum: NaN }
{ l: 6636, r: 5, arr: [], sum: NaN }
{ l: 6637, r: 5, arr: [], sum: NaN }
{ l: 6638, r: 5, arr: [], sum: NaN }
{ l: 6639, r: 5, arr: [], sum: NaN }
{ l: 6640, r: 5, arr: [], sum: NaN }
{ l: 6641, r: 5, arr: [], sum: NaN }
{ l: 6642, r: 5, arr: [], sum: NaN }
{ l: 6643, r: 5, arr: [], sum: NaN }
{ l: 6644, r: 5, arr: [], sum: NaN }
{ l: 6645, r: 5, arr: [], sum: NaN }
{ l: 6646, r: 5, arr: [], sum: NaN }
{ l: 6647, r: 5, arr: [], sum: NaN }
{ l: 6648, r: 5, arr: [], sum: NaN }
{ l: 6649, r: 5, arr: [], sum: NaN }
{ l: 6650, r: 5, arr: [], sum: NaN }
{ l: 6651, r: 5, arr: [], sum: NaN }
{ l: 6652, r: 5, arr: [], sum: NaN }
{ l: 6653, r: 5, arr: [], sum: NaN }
{ l: 6654, r: 5, arr: [], sum: NaN }
{ l: 6655, r: 5, arr: [], sum: NaN }
{ l: 6656, r: 5, arr: [], sum: NaN }
{ l: 6657, r: 5, arr: [], sum: NaN }
{ l: 6658, r: 5, arr: [], sum: NaN }
{ l: 6659, r: 5, arr: [], sum: NaN }
{ l: 6660, r: 5, arr: [], sum: NaN }
{ l: 6661, r: 5, arr: [], sum: NaN }
{ l: 6662, r: 5, arr: [], sum: NaN }
{ l: 6663, r: 5, arr: [], sum: NaN }
{ l: 6664, r: 5, arr: [], sum: NaN }
{ l: 6665, r: 5, arr: [], sum: NaN }
{ l: 6666, r: 5, arr: [], sum: NaN }
{ l: 6667, r: 5, arr: [], sum: NaN }
{ l: 6668, r: 5, arr: [], sum: NaN }
{ l: 6669, r: 5, arr: [], sum: NaN }
{ l: 6670, r: 5, arr: [], sum: NaN }
{ l: 6671, r: 5, arr: [], sum: NaN }
{ l: 6672, r: 5, arr: [], sum: NaN }
{ l: 6673, r: 5, arr: [], sum: NaN }
{ l: 6674, r: 5, arr: [], sum: NaN }
{ l: 6675, r: 5, arr: [], sum: NaN }
{ l: 6676, r: 5, arr: [], sum: NaN }
{ l: 6677, r: 5, arr: [], sum: NaN }
{ l: 6678, r: 5, arr: [], sum: NaN }
{ l: 6679, r: 5, arr: [], sum: NaN }
{ l: 6680, r: 5, arr: [], sum: NaN }
{ l: 6681, r: 5, arr: [], sum: NaN }
{ l: 6682, r: 5, arr: [], sum: NaN }
{ l: 6683, r: 5, arr: [], sum: NaN }
{ l: 6684, r: 5, arr: [], sum: NaN }
{ l: 6685, r: 5, arr: [], sum: NaN }
{ l: 6686, r: 5, arr: [], sum: NaN }
{ l: 6687, r: 5, arr: [], sum: NaN }
{ l: 6688, r: 5, arr: [], sum: NaN }
{ l: 6689, r: 5, arr: [], sum: NaN }
{ l: 6690, r: 5, arr: [], sum: NaN }
{ l: 6691, r: 5, arr: [], sum: NaN }
{ l: 6692, r: 5, arr: [], sum: NaN }
{ l: 6693, r: 5, arr: [], sum: NaN }
{ l: 6694, r: 5, arr: [], sum: NaN }
{ l: 6695, r: 5, arr: [], sum: NaN }
{ l: 6696, r: 5, arr: [], sum: NaN }
{ l: 6697, r: 5, arr: [], sum: NaN }
{ l: 6698, r: 5, arr: [], sum: NaN }
{ l: 6699, r: 5, arr: [], sum: NaN }
{ l: 6700, r: 5, arr: [], sum: NaN }
{ l: 6701, r: 5, arr: [], sum: NaN }
{ l: 6702, r: 5, arr: [], sum: NaN }
{ l: 6703, r: 5, arr: [], sum: NaN }
{ l: 6704, r: 5, arr: [], sum: NaN }
{ l: 6705, r: 5, arr: [], sum: NaN }
{ l: 6706, r: 5, arr: [], sum: NaN }
{ l: 6707, r: 5, arr: [], sum: NaN }
{ l: 6708, r: 5, arr: [], sum: NaN }
{ l: 6709, r: 5, arr: [], sum: NaN }
{ l: 6710, r: 5, arr: [], sum: NaN }
{ l: 6711, r: 5, arr: [], sum: NaN }
{ l: 6712, r: 5, arr: [], sum: NaN }
{ l: 6713, r: 5, arr: [], sum: NaN }
{ l: 6714, r: 5, arr: [], sum: NaN }
{ l: 6715, r: 5, arr: [], sum: NaN }
{ l: 6716, r: 5, arr: [], sum: NaN }
{ l: 6717, r: 5, arr: [], sum: NaN }
{ l: 6718, r: 5, arr: [], sum: NaN }
{ l: 6719, r: 5, arr: [], sum: NaN }
{ l: 6720, r: 5, arr: [], sum: NaN }
{ l: 6721, r: 5, arr: [], sum: NaN }
{ l: 6722, r: 5, arr: [], sum: NaN }
{ l: 6723, r: 5, arr: [], sum: NaN }
{ l: 6724, r: 5, arr: [], sum: NaN }
{ l: 6725, r: 5, arr: [], sum: NaN }
{ l: 6726, r: 5, arr: [], sum: NaN }
{ l: 6727, r: 5, arr: [], sum: NaN }
{ l: 6728, r: 5, arr: [], sum: NaN }
{ l: 6729, r: 5, arr: [], sum: NaN }
{ l: 6730, r: 5, arr: [], sum: NaN }
{ l: 6731, r: 5, arr: [], sum: NaN }
{ l: 6732, r: 5, arr: [], sum: NaN }
{ l: 6733, r: 5, arr: [], sum: NaN }
{ l: 6734, r: 5, arr: [], sum: NaN }
{ l: 6735, r: 5, arr: [], sum: NaN }
{ l: 6736, r: 5, arr: [], sum: NaN }
{ l: 6737, r: 5, arr: [], sum: NaN }
{ l: 6738, r: 5, arr: [], sum: NaN }
{ l: 6739, r: 5, arr: [], sum: NaN }
{ l: 6740, r: 5, arr: [], sum: NaN }
{ l: 6741, r: 5, arr: [], sum: NaN }
{ l: 6742, r: 5, arr: [], sum: NaN }
{ l: 6743, r: 5, arr: [], sum: NaN }
{ l: 6744, r: 5, arr: [], sum: NaN }
{ l: 6745, r: 5, arr: [], sum: NaN }
{ l: 6746, r: 5, arr: [], sum: NaN }
{ l: 6747, r: 5, arr: [], sum: NaN }
{ l: 6748, r: 5, arr: [], sum: NaN }
{ l: 6749, r: 5, arr: [], sum: NaN }
{ l: 6750, r: 5, arr: [], sum: NaN }
{ l: 6751, r: 5, arr: [], sum: NaN }
{ l: 6752, r: 5, arr: [], sum: NaN }
{ l: 6753, r: 5, arr: [], sum: NaN }
{ l: 6754, r: 5, arr: [], sum: NaN }
{ l: 6755, r: 5, arr: [], sum: NaN }
{ l: 6756, r: 5, arr: [], sum: NaN }
{ l: 6757, r: 5, arr: [], sum: NaN }
{ l: 6758, r: 5, arr: [], sum: NaN }
{ l: 6759, r: 5, arr: [], sum: NaN }
{ l: 6760, r: 5, arr: [], sum: NaN }
{ l: 6761, r: 5, arr: [], sum: NaN }
{ l: 6762, r: 5, arr: [], sum: NaN }
{ l: 6763, r: 5, arr: [], sum: NaN }
{ l: 6764, r: 5, arr: [], sum: NaN }
{ l: 6765, r: 5, arr: [], sum: NaN }
{ l: 6766, r: 5, arr: [], sum: NaN }
